      Step     Time          Energy          fmax
BFGS:    0 16:48:18     -108.910120        6.914949
BFGS:    1 16:48:21     -109.781704        3.504418
BFGS:    2 16:48:23     -110.240119        1.485221
BFGS:    3 16:48:25     -110.380919        0.753732
BFGS:    4 16:48:27     -110.426143        0.609837
BFGS:    5 16:48:30     -110.439572        0.697557
BFGS:    6 16:48:33     -110.452385        0.679630
BFGS:    7 16:48:35     -110.476912        0.568517
BFGS:    8 16:48:37     -110.512366        0.366425
BFGS:    9 16:48:39     -110.542796        0.235184
BFGS:   10 16:48:41     -110.547500        0.181631
BFGS:   11 16:48:43     -110.548266        0.165307
BFGS:   12 16:48:45     -110.552728        0.179453
BFGS:   13 16:48:48     -110.559878        0.155684
BFGS:   14 16:48:50     -110.568198        0.133422
BFGS:   15 16:48:52     -110.570901        0.115069
BFGS:   16 16:48:54     -110.571346        0.105899
BFGS:   17 16:48:56     -110.572335        0.147694
BFGS:   18 16:48:58     -110.575610        0.187447
BFGS:   19 16:49:01     -110.582728        0.207141
BFGS:   20 16:49:03     -110.591822        0.176409
BFGS:   21 16:49:06     -110.597390        0.123607
BFGS:   22 16:49:08     -110.599198        0.118445
BFGS:   23 16:49:10     -110.600393        0.131376
BFGS:   24 16:49:12     -110.602491        0.126454
BFGS:   25 16:49:14     -110.605391        0.125531
BFGS:   26 16:49:17     -110.606235        0.112100
BFGS:   27 16:49:19     -110.605423        0.085647
BFGS:   28 16:49:21     -110.605607        0.101033
BFGS:   29 16:49:23     -110.606406        0.103828
BFGS:   30 16:49:25     -110.607928        0.094858
BFGS:   31 16:49:27     -110.610012        0.090890
BFGS:   32 16:49:30     -110.611582        0.112398
BFGS:   33 16:49:32     -110.612011        0.119574
BFGS:   34 16:49:34     -110.612383        0.114896
BFGS:   35 16:49:36     -110.613248        0.116853
BFGS:   36 16:49:38     -110.615084        0.114347
BFGS:   37 16:49:40     -110.617047        0.150509
BFGS:   38 16:49:42     -110.616344        0.150025
BFGS:   39 16:49:44     -110.613290        0.137372
BFGS:   40 16:49:47     -110.611579        0.154810
BFGS:   41 16:49:49     -110.610758        0.162480
BFGS:   42 16:49:51     -110.611333        0.157632
BFGS:   43 16:49:53     -110.614465        0.137851
BFGS:   44 16:49:55     -110.617959        0.133931
BFGS:   45 16:49:57     -110.618307        0.105019
BFGS:   46 16:50:00     -110.617996        0.128356
BFGS:   47 16:50:03     -110.618611        0.130445
BFGS:   48 16:50:06     -110.620616        0.115405
BFGS:   49 16:50:08     -110.623572        0.097984
BFGS:   50 16:50:10     -110.625103        0.083440
BFGS:   51 16:50:13     -110.625074        0.087036
BFGS:   52 16:50:15     -110.625002        0.104661
BFGS:   53 16:50:17     -110.624960        0.116603
BFGS:   54 16:50:19     -110.624988        0.117030
BFGS:   55 16:50:21     -110.625264        0.092829
BFGS:   56 16:50:23     -110.625622        0.075988
BFGS:   57 16:50:25     -110.625858        0.060551
BFGS:   58 16:50:28     -110.626147        0.062218
BFGS:   59 16:50:31     -110.626800        0.066220
BFGS:   60 16:50:33     -110.627774        0.059639
BFGS:   61 16:50:35     -110.628181        0.059553
BFGS:   62 16:50:37     -110.627752        0.049715
